soilBearingCapacity,loadsActing,ironQuality,sandType,noOfRows,noOfCols,noOfStairs,earthquakeLoad,windLoad,concreteMix,years,price
shallow,live,Medium,fill,6,4,14,notProne,300,4,38,54000000
shallow,live,Medium,concrete,6,4,14,notProne,300,5,40,54000000
shallow,live,Medium,pit,6,4,14,notProne,300,6,28,54000000
shallow,live,Medium,utility,6,4,14,notProne,500,1,31,90400000
shallow,live,Medium,fill,6,4,14,notProne,500,2,32,90400000
shallow,live,Medium,concrete,6,4,14,notProne,500,3,28,90400000
shallow,live,Medium,pit,6,4,14,notProne,500,4,33,90400000
shallow,live,Medium,utility,6,4,14,notProne,500,5,30,90400000
shallow,live,Medium,fill,6,4,14,notProne,500,6,27,90400000
shallow,live,Medium,concrete,6,4,18,prone,100,1,19,22800000
shallow,live,Medium,pit,6,4,18,prone,100,2,9,22800000
shallow,live,Medium,utility,6,4,18,prone,100,3,13,22800000
shallow,live,Medium,fill,6,4,18,prone,100,4,14,22800000
shallow,live,Medium,concrete,6,4,18,prone,100,5,19,22800000
shallow,live,Medium,pit,6,4,18,prone,100,6,15,22800000
shallow,live,Medium,utility,6,4,18,prone,200,1,17,46200000
shallow,live,Medium,fill,6,4,18,prone,200,2,13,46200000
shallow,live,Medium,concrete,6,4,18,prone,200,3,14,46200000
shallow,live,Medium,pit,6,4,18,prone,200,4,15,46200000
shallow,live,Medium,utility,6,4,18,prone,200,5,11,46200000
shallow,live,Medium,fill,6,4,18,prone,200,6,9,46200000
shallow,live,Medium,concrete,6,4,18,prone,300,1,14,69600000
shallow,live,Medium,pit,6,4,18,prone,300,2,19,69600000
shallow,live,Medium,utility,6,4,18,prone,300,3,6,69600000
shallow,live,Medium,fill,6,4,18,prone,300,4,16,69600000
shallow,live,Medium,concrete,6,4,18,prone,300,5,7,69600000
shallow,live,Medium,pit,6,4,18,prone,300,6,20,69600000
shallow,live,Medium,utility,6,4,18,prone,500,1,14,115400000
shallow,live,Medium,fill,6,4,18,prone,500,2,13,115400000
shallow,live,Medium,concrete,6,4,18,prone,500,3,10,115400000
shallow,live,Medium,pit,6,4,18,prone,500,4,12,115400000
shallow,live,Medium,utility,6,4,18,prone,500,5,15,115400000
shallow,live,Medium,fill,6,4,18,prone,500,6,13,115400000
shallow,live,Medium,concrete,6,4,18,notProne,100,1,45,22800000
shallow,live,Medium,pit,6,4,18,notProne,100,2,42,22800000
shallow,live,Medium,utility,6,4,18,notProne,100,3,38,22800000
shallow,live,Medium,fill,6,4,18,notProne,100,4,40,22800000
shallow,live,Medium,concrete,6,4,18,notProne,100,5,32,22800000
shallow,live,Medium,pit,6,4,18,notProne,100,6,30,22800000
shallow,live,Medium,utility,6,4,18,notProne,200,1,33,46200000
shallow,live,Medium,fill,6,4,18,notProne,200,2,34,46200000
shallow,live,Medium,concrete,6,4,18,notProne,200,3,30,46200000
shallow,live,Medium,pit,6,4,18,notProne,200,4,25,46200000
shallow,live,Medium,utility,6,4,18,notProne,200,5,32,46200000
shallow,live,Medium,fill,6,4,18,notProne,200,6,48,46200000
shallow,live,Medium,concrete,6,4,18,notProne,300,1,30,69600000
shallow,live,Medium,pit,6,4,18,notProne,300,2,27,69600000
shallow,live,Medium,utility,6,4,18,notProne,300,3,26,69600000
shallow,live,Medium,fill,6,4,18,notProne,300,4,25,69600000
shallow,live,Medium,concrete,6,4,18,notProne,300,5,27,69600000
shallow,live,Medium,pit,6,4,18,notProne,300,6,45,69600000
shallow,live,Medium,utility,6,4,18,notProne,500,1,48,115400000
shallow,live,Medium,fill,6,4,18,notProne,500,2,49,115400000
shallow,live,Medium,concrete,6,4,18,notProne,500,3,45,115400000
shallow,live,Medium,pit,6,4,18,notProne,500,4,50,115400000
shallow,live,Medium,utility,6,4,18,notProne,500,5,47,115400000
shallow,live,Medium,fill,6,4,18,notProne,500,6,44,115400000
shallow,live,Low,concrete,3,2,2,prone,100,1,10,1000000
shallow,live,Low,pit,3,2,2,prone,100,2,15,1000000
shallow,live,Low,utility,3,2,2,prone,100,3,18,1000000
shallow,live,Low,fill,3,2,2,prone,100,4,20,1000000
shallow,live,Low,concrete,3,2,2,prone,100,5,9,1000000
shallow,live,Low,pit,3,2,2,prone,100,6,20,1000000
shallow,live,Low,utility,3,2,2,prone,200,1,16,3600000
shallow,live,Low,fill,3,2,2,prone,200,2,18,3600000
shallow,live,Low,concrete,3,2,2,prone,200,3,19,3600000
shallow,live,Low,pit,3,2,2,prone,200,4,10,3600000
shallow,live,Low,utility,3,2,2,prone,200,5,17,3600000
shallow,live,Low,fill,3,2,2,prone,200,6,15,3600000
shallow,live,Low,concrete,3,2,2,prone,300,1,20,6200000
shallow,live,Low,pit,3,2,2,prone,300,2,10,6200000
shallow,live,Low,utility,3,2,2,prone,300,3,12,6200000
shallow,live,Low,fill,3,2,2,prone,300,4,6,6200000
shallow,live,Low,concrete,3,2,2,prone,300,5,13,6200000
shallow,live,Low,pit,3,2,2,prone,300,6,11,6200000
shallow,live,Low,utility,3,2,2,prone,500,1,17,11400000
shallow,live,Low,fill,3,2,2,prone,500,2,19,11400000
shallow,live,Low,concrete,3,2,2,prone,500,3,6,11400000
shallow,live,Low,pit,3,2,2,prone,500,4,10,11400000
shallow,live,Low,utility,3,2,2,prone,500,5,17,11400000
shallow,live,Low,fill,3,2,2,prone,500,6,16,11400000
shallow,live,Low,concrete,3,2,2,notProne,100,1,25,1000000
shallow,live,Low,pit,3,2,2,notProne,100,2,22,1000000
shallow,live,Low,utility,3,2,2,notProne,100,3,23,1000000
shallow,live,Low,fill,3,2,2,notProne,100,4,30,1000000
shallow,live,Low,concrete,3,2,2,notProne,100,5,22,1000000
shallow,live,Low,pit,3,2,2,notProne,100,6,50,1000000
shallow,live,Low,utility,3,2,2,notProne,200,1,23,3600000
shallow,live,Low,fill,3,2,2,notProne,200,2,24,3600000
shallow,live,Low,concrete,3,2,2,notProne,200,3,50,3600000
shallow,live,Low,pit,3,2,2,notProne,200,4,25,3600000
shallow,live,Low,utility,3,2,2,notProne,200,5,22,3600000
shallow,live,Low,fill,3,2,2,notProne,200,6,48,3600000
shallow,live,Low,concrete,3,2,2,notProne,300,1,30,6200000
shallow,live,Low,pit,3,2,2,notProne,300,2,27,6200000
shallow,live,Low,utility,3,2,2,notProne,300,3,23,6200000
shallow,live,Low,fill,3,2,2,notProne,300,4,25,6200000
shallow,live,Low,concrete,3,2,2,notProne,300,5,47,6200000
shallow,live,Low,pit,3,2,2,notProne,300,6,45,6200000
shallow,live,Low,utility,3,2,2,notProne,500,1,48,11400000
shallow,live,Low,fill,3,2,2,notProne,500,2,49,11400000
shallow,live,Low,concrete,3,2,2,notProne,500,3,45,11400000
shallow,live,Low,pit,3,2,2,notProne,500,4,50,11400000
shallow,live,Low,utility,3,2,2,notProne,500,5,47,11400000
shallow,live,Low,fill,3,2,2,notProne,500,6,43,11400000
shallow,live,Low,concrete,3,2,6,prone,200,1,14,14000000
shallow,live,Low,pit,3,2,6,prone,200,2,19,14000000
shallow,live,Low,utility,3,2,6,prone,200,3,22,14000000
shallow,live,Low,fill,3,2,6,prone,200,4,29,14000000
shallow,live,Low,concrete,3,2,6,prone,200,5,13,14000000
shallow,live,Low,pit,3,2,6,prone,200,6,9,14000000
shallow,live,Low,utility,3,2,6,prone,300,1,20,21800000
shallow,live,Low,fill,3,2,6,prone,300,2,7,21800000
shallow,live,Low,concrete,3,2,6,prone,300,3,8,21800000
shallow,live,Low,pit,3,2,6,prone,300,4,14,21800000
shallow,live,Low,utility,3,2,6,prone,300,5,6,21800000
shallow,live,Low,fill,3,2,6,prone,300,6,19,21800000
shallow,live,Low,concrete,3,2,6,prone,500,1,9,37400000
shallow,live,Low,pit,3,2,6,prone,500,2,14,37400000
shallow,live,Low,utility,3,2,6,prone,500,3,16,37400000
shallow,live,Low,fill,3,2,6,prone,500,4,10,37400000
shallow,live,Low,concrete,3,2,6,prone,500,5,17,37400000
shallow,live,Low,pit,3,2,6,prone,500,6,15,37400000
shallow,live,Low,utility,3,2,6,notProne,100,1,55,6200000
shallow,live,Low,fill,3,2,6,notProne,100,2,52,6200000
shallow,live,Low,concrete,3,2,6,notProne,100,3,48,6200000
shallow,live,Low,pit,3,2,6,notProne,100,4,50,6200000
shallow,live,Low,utility,3,2,6,notProne,100,5,42,6200000
shallow,live,Low,fill,3,2,6,notProne,100,6,40,6200000
shallow,live,Low,concrete,3,2,6,notProne,200,1,43,14000000
shallow,live,Low,pit,3,2,6,notProne,200,2,44,14000000
shallow,live,Low,utility,3,2,6,notProne,200,3,40,14000000
shallow,live,Low,fill,3,2,6,notProne,200,4,45,14000000
shallow,live,Low,concrete,3,2,6,notProne,200,5,42,14000000
shallow,live,Low,pit,3,2,6,notProne,200,6,38,14000000
shallow,live,Low,utility,3,2,6,notProne,300,1,50,21800000
shallow,live,Low,fill,3,2,6,notProne,300,2,47,21800000
shallow,live,Low,concrete,3,2,6,notProne,300,3,43,21800000
shallow,live,Low,pit,3,2,6,notProne,300,4,45,21800000
shallow,live,Low,utility,3,2,6,notProne,300,5,37,21800000
shallow,live,Low,fill,3,2,6,notProne,300,6,35,21800000
shallow,live,Low,concrete,3,2,6,notProne,500,1,38,37400000
shallow,live,Low,pit,3,2,6,notProne,500,2,39,37400000
shallow,live,Low,utility,3,2,6,notProne,500,3,35,37400000
shallow,live,Low,fill,3,2,6,notProne,500,4,40,37400000
shallow,live,Low,concrete,3,2,6,notProne,500,5,37,37400000
shallow,live,Low,pit,3,2,6,notProne,500,6,33,37400000
shallow,live,Low,utility,3,2,10,prone,100,1,9,11400000
shallow,live,Low,fill,3,2,10,prone,100,2,14,11400000
shallow,live,Low,concrete,3,2,10,prone,100,3,18,11400000
shallow,live,Low,pit,3,2,10,prone,100,4,19,11400000
shallow,live,Low,utility,3,2,10,prone,100,5,9,11400000
shallow,live,Low,fill,3,2,10,prone,100,6,20,11400000
shallow,live,Low,concrete,3,2,10,prone,200,1,16,24400000
shallow,live,Low,pit,3,2,10,prone,200,2,18,24400000
shallow,live,Low,utility,3,2,10,prone,200,3,19,24400000
shallow,live,Low,fill,3,2,10,prone,200,4,20,24400000
shallow,live,Low,concrete,3,2,10,prone,200,5,16,24400000
shallow,live,Low,pit,3,2,10,prone,200,6,14,24400000
shallow,live,Low,utility,3,2,10,prone,300,1,19,37400000
shallow,live,Low,fill,3,2,10,prone,300,2,9,37400000
shallow,live,Low,concrete,3,2,10,prone,300,3,11,37400000
shallow,live,Low,pit,3,2,10,prone,300,4,6,37400000
shallow,live,Low,utility,3,2,10,prone,300,5,12,37400000
shallow,live,Low,fill,3,2,10,prone,300,6,10,37400000
shallow,live,Low,concrete,3,2,10,prone,500,1,19,63400000
shallow,live,Low,pit,3,2,10,prone,500,2,18,63400000
shallow,live,Low,utility,3,2,10,prone,500,3,15,63400000
shallow,live,Low,fill,3,2,10,prone,500,4,17,63400000
shallow,live,Low,concrete,3,2,10,prone,500,5,20,63400000
shallow,live,Low,pit,3,2,10,prone,500,6,18,63400000
shallow,live,Low,utility,3,2,10,notProne,100,1,50,11400000
shallow,live,Low,fill,3,2,10,notProne,100,2,47,11400000
shallow,live,Low,concrete,3,2,10,notProne,100,3,43,11400000
shallow,live,Low,pit,3,2,10,notProne,100,4,45,11400000
shallow,live,Low,utility,3,2,10,notProne,100,5,37,11400000
shallow,live,Low,fill,3,2,10,notProne,100,6,35,11400000
shallow,live,Low,concrete,3,2,10,notProne,200,1,38,24400000
shallow,live,Low,pit,3,2,10,notProne,200,2,39,24400000
shallow,live,Low,utility,3,2,10,notProne,200,3,35,24400000
shallow,live,Low,fill,3,2,10,notProne,200,4,40,24400000
shallow,live,Low,concrete,3,2,10,notProne,200,5,37,24400000
shallow,live,Low,pit,3,2,10,notProne,200,6,33,24400000
shallow,live,Low,utility,3,2,10,notProne,300,1,45,37400000
shallow,live,Low,fill,3,2,10,notProne,300,2,42,37400000
shallow,live,Low,concrete,3,2,10,notProne,300,3,37,37400000
shallow,live,Low,pit,3,2,10,notProne,300,4,40,37400000
shallow,live,Low,utility,3,2,10,notProne,300,5,42,37400000
shallow,live,Low,fill,3,2,10,notProne,300,6,30,37400000
shallow,live,Low,concrete,3,2,10,notProne,500,1,33,63400000
shallow,live,Low,pit,3,2,10,notProne,500,2,34,63400000
shallow,live,Low,utility,3,2,10,notProne,500,3,30,63400000
shallow,live,Low,fill,3,2,10,notProne,500,4,35,63400000
shallow,live,Low,concrete,3,2,10,notProne,500,5,32,63400000
shallow,live,Low,pit,3,2,10,notProne,500,6,29,63400000
shallow,live,Low,utility,3,2,14,prone,100,1,7,16600000
shallow,live,Low,fill,3,2,14,prone,100,2,12,16600000
shallow,live,Low,concrete,3,2,14,prone,100,3,16,16600000
shallow,live,Low,pit,3,2,14,prone,100,4,17,16600000
shallow,live,Low,utility,3,2,14,prone,100,5,7,16600000
shallow,live,Low,fill,3,2,14,prone,100,6,18,16600000
shallow,live,Low,concrete,3,2,14,prone,200,1,14,34800000
shallow,live,Low,pit,3,2,14,prone,200,2,16,34800000
shallow,live,Low,utility,3,2,14,prone,200,3,17,34800000
shallow,live,Low,fill,3,2,14,prone,200,4,18,34800000
shallow,live,Low,concrete,3,2,14,prone,200,5,14,34800000
shallow,live,Low,pit,3,2,14,prone,200,6,12,34800000
shallow,live,Low,utility,3,2,14,prone,300,1,17,53000000
shallow,live,Low,fill,3,2,14,prone,300,2,7,53000000
shallow,live,Low,concrete,3,2,14,prone,300,3,9,53000000
shallow,live,Low,pit,3,2,14,prone,300,4,19,53000000
shallow,live,Low,utility,3,2,14,prone,300,5,10,53000000
shallow,live,Low,fill,3,2,14,prone,300,6,8,53000000
shallow,live,Low,concrete,3,2,14,prone,500,1,17,89400000
shallow,live,Low,pit,3,2,14,prone,500,2,16,89400000
shallow,live,Low,utility,3,2,14,prone,500,3,13,89400000
shallow,live,Low,fill,3,2,14,prone,500,4,15,89400000
shallow,live,Low,concrete,3,2,14,prone,500,5,18,89400000
shallow,live,Low,pit,3,2,14,prone,500,6,16,89400000
shallow,live,Low,utility,3,2,14,notProne,100,1,48,16600000
shallow,live,Low,fill,3,2,14,notProne,100,2,45,16600000
shallow,live,Low,concrete,3,2,14,notProne,100,3,41,16600000
shallow,live,Low,pit,3,2,14,notProne,100,4,43,16600000
shallow,live,Low,utility,3,2,14,notProne,100,5,35,16600000
shallow,live,Low,fill,3,2,14,notProne,100,6,33,16600000
shallow,live,Low,concrete,3,2,14,notProne,200,1,36,34800000
shallow,live,Low,pit,3,2,14,notProne,200,2,37,34800000
shallow,live,Low,utility,3,2,14,notProne,200,3,33,34800000
shallow,live,Low,fill,3,2,14,notProne,200,4,38,34800000
shallow,live,Low,concrete,3,2,14,notProne,200,5,35,34800000
shallow,live,Low,pit,3,2,14,notProne,200,6,31,34800000
shallow,live,Low,utility,3,2,14,notProne,300,1,43,53000000
shallow,live,Low,fill,3,2,14,notProne,300,2,40,53000000
shallow,live,Low,concrete,3,2,14,notProne,300,3,39,53000000
shallow,live,Low,pit,3,2,14,notProne,300,4,38,53000000
shallow,live,Low,utility,3,2,14,notProne,300,5,40,53000000
shallow,live,Low,fill,3,2,14,notProne,300,6,28,53000000
shallow,live,Low,concrete,3,2,14,notProne,500,1,31,89400000
shallow,live,Low,pit,3,2,14,notProne,500,2,32,89400000
shallow,live,Low,utility,3,2,14,notProne,500,3,28,89400000
shallow,live,Low,fill,3,2,14,notProne,500,4,33,89400000
shallow,live,Low,concrete,3,2,14,notProne,500,5,30,89400000
shallow,live,Low,pit,3,2,14,notProne,500,6,27,89400000
shallow,live,Low,utility,3,2,18,prone,100,1,19,21800000
shallow,live,Low,fill,3,2,18,prone,100,2,9,21800000
shallow,live,Low,concrete,3,2,18,prone,100,3,13,21800000
shallow,live,Low,pit,3,2,18,prone,100,4,14,21800000
shallow,live,Low,utility,3,2,18,prone,100,5,19,21800000
shallow,live,Low,fill,3,2,18,prone,100,6,15,21800000
shallow,live,Low,concrete,3,2,18,prone,200,1,17,45200000
shallow,live,Low,pit,3,2,18,prone,200,2,13,45200000
shallow,live,Low,utility,3,2,18,prone,200,3,14,45200000
shallow,live,Low,fill,3,2,18,prone,200,4,15,45200000
shallow,live,Low,concrete,3,2,18,prone,200,5,11,45200000
shallow,live,Low,pit,3,2,18,prone,200,6,9,45200000
shallow,live,Low,utility,3,2,18,prone,300,1,14,68600000
shallow,live,Low,fill,3,2,18,prone,300,2,19,68600000
shallow,live,Low,concrete,3,2,18,prone,300,3,6,68600000
shallow,live,Low,pit,3,2,18,prone,300,4,16,68600000
shallow,live,Low,utility,3,2,18,prone,300,5,7,68600000
shallow,live,Low,fill,3,2,18,prone,300,6,20,68600000
shallow,live,Low,concrete,3,2,18,prone,500,1,14,114400000
shallow,live,Low,pit,3,2,18,prone,500,2,13,114400000
shallow,live,Low,utility,3,2,18,prone,500,3,10,114400000
shallow,live,Low,fill,3,2,18,prone,500,4,12,114400000
shallow,live,Low,concrete,3,2,18,prone,500,5,15,114400000
shallow,live,Low,pit,3,2,18,prone,500,6,13,114400000
shallow,live,Low,utility,3,2,18,notProne,100,1,25,21800000
shallow,live,Low,fill,3,2,18,notProne,100,2,22,21800000
shallow,live,Low,concrete,3,2,18,notProne,100,3,28,21800000
shallow,live,Low,pit,3,2,18,notProne,100,4,50,21800000
shallow,live,Low,utility,3,2,18,notProne,100,5,40,21800000
shallow,live,Low,fill,3,2,18,notProne,100,6,40,21800000
shallow,live,Low,concrete,3,2,18,notProne,200,1,43,45200000
shallow,live,Low,pit,3,2,18,notProne,200,2,44,45200000
shallow,live,Low,utility,3,2,18,notProne,200,3,40,45200000
shallow,live,Low,fill,3,2,18,notProne,200,4,45,45200000
shallow,live,Low,concrete,3,2,18,notProne,200,5,42,45200000
shallow,live,Low,pit,3,2,18,notProne,200,6,23,45200000
shallow,live,Low,utility,3,2,18,notProne,300,1,40,68600000
shallow,live,Low,fill,3,2,18,notProne,300,2,22,68600000
shallow,live,Low,concrete,3,2,18,notProne,300,3,21,68600000
shallow,live,Low,pit,3,2,18,notProne,300,4,20,68600000
shallow,live,Low,utility,3,2,18,notProne,300,5,22,68600000
shallow,live,Low,fill,3,2,18,notProne,300,6,20,68600000
shallow,live,Low,concrete,3,2,18,notProne,500,1,23,114400000
shallow,live,Low,pit,3,2,18,notProne,500,2,24,114400000
shallow,live,Low,utility,3,2,18,notProne,500,3,20,114400000
shallow,live,Low,fill,3,2,18,notProne,500,4,15,114400000
shallow,live,Low,concrete,3,2,18,notProne,500,5,22,114400000
shallow,live,Low,pit,3,2,18,notProne,500,6,19,114400000
shallow,live,Low,utility,3,4,2,prone,100,1,10,1000000
shallow,live,Low,fill,3,4,2,prone,100,2,15,1000000
shallow,live,Low,concrete,3,4,2,prone,100,3,18,1000000
shallow,live,Low,pit,3,4,2,prone,100,4,20,1000000
shallow,live,Low,utility,3,4,2,prone,100,5,9,1000000
shallow,live,Low,fill,3,4,2,prone,100,6,20,1000000
shallow,live,Low,concrete,3,4,2,prone,200,1,16,3600000
shallow,live,Low,pit,3,4,2,prone,200,2,18,3600000
shallow,live,Low,utility,3,4,2,prone,200,3,19,3600000
shallow,live,Low,fill,3,4,2,prone,200,4,10,3600000
shallow,live,Low,concrete,3,4,2,prone,200,5,17,3600000
shallow,live,Low,pit,3,4,2,prone,200,6,15,3600000
shallow,live,Low,utility,3,4,2,prone,300,1,20,6200000
shallow,live,Low,fill,3,4,2,prone,300,2,10,6200000
shallow,live,Low,concrete,3,4,2,prone,300,3,12,6200000
shallow,live,Low,pit,3,4,2,prone,300,4,6,6200000
shallow,live,Low,utility,3,4,2,prone,300,5,13,6200000
shallow,live,Low,fill,3,4,2,prone,300,6,11,6200000
shallow,live,Low,concrete,3,4,2,prone,500,1,17,11400000
shallow,live,Low,pit,3,4,2,prone,500,2,19,11400000
shallow,live,Low,utility,3,4,2,prone,500,3,6,11400000
shallow,live,Low,fill,3,4,2,prone,500,4,10,11400000
shallow,live,Low,concrete,3,4,2,prone,500,5,17,11400000
shallow,live,Low,pit,3,4,2,prone,500,6,16,11400000
shallow,live,Low,utility,3,4,2,notProne,100,1,65,1000000
shallow,live,Low,fill,3,4,2,notProne,100,2,62,1000000
shallow,live,Low,concrete,3,4,2,notProne,100,3,58,1000000
shallow,live,Low,pit,3,4,2,notProne,100,4,60,1000000
shallow,live,Low,utility,3,4,2,notProne,100,5,52,1000000
shallow,live,Low,fill,3,4,2,notProne,100,6,50,1000000
shallow,live,Low,concrete,3,4,2,notProne,200,1,53,3600000
shallow,live,Low,pit,3,4,2,notProne,200,2,54,3600000
shallow,live,Low,utility,3,4,2,notProne,200,3,50,3600000
shallow,live,Low,fill,3,4,2,notProne,200,4,55,3600000
shallow,live,Low,concrete,3,4,2,notProne,200,5,52,3600000
shallow,live,Low,pit,3,4,2,notProne,200,6,48,3600000
shallow,live,Low,utility,3,4,2,notProne,300,1,60,6200000
shallow,live,Low,fill,3,4,2,notProne,300,2,57,6200000
shallow,live,Low,concrete,3,4,2,notProne,300,3,53,6200000
shallow,live,Low,pit,3,4,2,notProne,300,4,55,6200000
shallow,live,Low,utility,3,4,2,notProne,300,5,47,6200000
shallow,live,Low,fill,3,4,2,notProne,300,6,45,6200000
shallow,live,Low,concrete,3,4,2,notProne,500,1,48,11400000
shallow,live,Low,pit,3,4,2,notProne,500,2,49,11400000
shallow,live,Low,utility,3,4,2,notProne,500,3,45,11400000
shallow,live,Low,fill,3,4,2,notProne,500,4,50,11400000
shallow,live,Low,concrete,3,4,2,notProne,500,5,47,11400000
shallow,live,Low,pit,3,4,2,notProne,500,6,43,11400000
shallow,live,Low,utility,3,4,6,prone,200,1,14,14000000
shallow,live,Low,fill,3,4,6,prone,200,2,19,14000000
shallow,live,Low,concrete,3,4,6,prone,200,3,22,14000000
shallow,live,Low,pit,3,4,6,prone,200,4,29,14000000
shallow,live,Low,utility,3,4,6,prone,200,5,13,14000000
shallow,live,Low,fill,3,4,6,prone,200,6,9,14000000
shallow,live,Low,concrete,3,4,6,prone,300,1,20,21800000
shallow,live,Low,pit,3,4,6,prone,300,2,7,21800000
shallow,live,Low,utility,3,4,6,prone,300,3,8,21800000
shallow,live,Low,fill,3,4,6,prone,300,4,14,21800000
shallow,live,Low,concrete,3,4,6,prone,300,5,6,21800000
shallow,live,Low,pit,3,4,6,prone,300,6,19,21800000
shallow,live,Low,utility,3,4,6,prone,500,1,9,37400000
shallow,live,Low,fill,3,4,6,prone,500,2,14,37400000
shallow,live,Low,concrete,3,4,6,prone,500,3,16,37400000
shallow,live,Low,pit,3,4,6,prone,500,4,10,37400000
shallow,live,Low,utility,3,4,6,prone,500,5,17,37400000
shallow,live,Low,fill,3,4,6,prone,500,6,15,37400000
shallow,live,Low,concrete,3,4,6,notProne,100,1,55,6200000
shallow,live,Low,pit,3,4,6,notProne,100,2,52,6200000
shallow,live,Low,utility,3,4,6,notProne,100,3,48,6200000
shallow,live,Low,fill,3,4,6,notProne,100,4,50,6200000
shallow,live,Low,concrete,3,4,6,notProne,100,5,42,6200000
